,mun,v_blanc,v_nul,PSOE,PP,Cs,ERC,VOX,JUNTS,PNV,PODEMOS,Bildu,BNG,CUP,atur,atur_m24,atur_25_44,atur_M45,atur_h,atur_d,pob_t,esp,euro,asia,ame,UE,oce_apa,afr,h,m,m19,e20_29,e30_39,e40_49,e50_59,e60_69,e70_79,M80,Renta_neta_persona,Gini_medio,Edad_media,Poblacion,tam_hog_medio,por_hog_uni,Renta_neta_persona,Gini_medio,Edad_media,Poblacion,tam_hog_medio,por_hog_uni,Renta_neta_persona,Gini_medio,Edad_media,Poblacion,tam_hog_medio,por_hog_uni,Renta_neta_persona,Gini_medio,Edad_media,Poblacion,tam_hog_medio,por_hog_uni
5953,48050,0,0,0.02659574,0.005319149,0,0,0,0,0.2765957,0.05319149,0.3882979,0,0,0.0686553,0.007352941,0.1461538,0.03030303,0.05383481,0.0952381,255,0.8588235,0.01176471,0,0.007843137,0.007843137,0,0.1215686,0.6235294,0.3764706,0.1215686,0.0627451,0.1411765,0.1568627,0.1607843,0.1372549,0.0745098,0.04313725,18440,28.1,46.8,226,2.6,32.2,18440,28.1,46.8,226,2.6,32.2,18440,28.1,46.8,226,2.6,32.2,18440,28.1,46.8,226,2.6,32.2
5954,48051,0,0.004545455,0.1,0.04090909,0.004545455,0,0.009090909,0,0.3090909,0.1181818,0.09545455,0,0,0.09291188,0.05882353,0.1265432,0.08090615,0.06313131,0.1322222,251,0.9641434,0,0,0.03585657,0,0,0,0.5418327,0.4581673,0.08366534,0.07569721,0.0876494,0.1553785,0.2191235,0.1752988,0.08366534,0.07569721,13554,38.6,49.2,226,2.26,43,13554,38.6,49.2,226,2.26,43,13554,38.6,49.2,226,2.26,43,13554,38.6,49.2,226,2.26,43
5955,48052,0.003201024,0.006402049,0.02304738,0.0128041,0.001920615,0,0.004481434,0,0.2752881,0.06850192,0.3815621,0,0,0.04752803,0.02570922,0.04755089,0.05439038,0.04827316,0.04682067,2033,0.9768815,0.003443187,0.001475652,0.01623217,0.002951303,0,0.001967536,0.4825381,0.5174619,0.1765863,0.07476636,0.1141171,0.1898672,0.1323168,0.122971,0.06443679,0.0673881,16680,26.7,42.1,2028,2.47,29,16680,26.7,42.1,2028,2.47,29,16680,26.7,42.1,2028,2.47,29,16680,26.7,42.1,2028,2.47,29
5956,48053,0.006479482,0.002159827,0.05075594,0.1047516,0.005399568,0,0.01079914,0,0.4146868,0.04211663,0.1177106,0,0,0.05339058,0.01598174,0.06589958,0.06003584,0.04957265,0.05744777,1194,0.9572864,0.02512563,0,0.01507538,0.02512563,0,0.002512563,0.5008375,0.4991625,0.1666667,0.08207705,0.09128978,0.1733668,0.1532663,0.1155779,0.09045226,0.05527638,21672,35.6,43.1,1213,2.97,19.9,21672,35.6,43.1,1213,2.97,19.9,21672,35.6,43.1,1213,2.97,19.9,21672,35.6,43.1,1213,2.97,19.9
5957,48054,0.004865404,0.004307079,0.1363111,0.0662014,0.009770688,0,0.02021934,0,0.2567099,0.1269791,0.07425723,0,0,0.0741015,0.03611017,0.0781893,0.08227837,0.0634794,0.08446594,31795,0.9508728,0.0095298,0.005661267,0.02557006,0.008995125,0,0.008366095,0.4874351,0.5125649,0.1484196,0.08787545,0.1318446,0.1724485,0.1516591,0.1300833,0.08498192,0.0433087,16044.99,28.7,43.03347,31799,2.543105,23.7779,16044.99,28.7,43.03347,31799,2.543105,23.7779,16044.99,28.7,43.03347,31799,2.543105,23.7779,16044.99,28.7,43.03347,31799,2.543105,23.7779
5958,48055,0.00537841,0.004994237,0.06991932,0.02305033,0.002689205,0,0.007683442,0,0.285824,0.08605455,0.212063,0,0,0.08088341,0.04643766,0.08641375,0.08414793,0.06921141,0.09329468,3486,0.9245554,0.0390132,0.003442341,0.01864601,0.03843947,0,0.01434309,0.4994263,0.5005737,0.1689616,0.07114171,0.1414228,0.2125645,0.1419966,0.09810671,0.06196213,0.06483075,14361.85,24.7,42.48759,3480,2.447397,29.22483,14361.85,24.7,42.48759,3480,2.447397,29.22483,14361.85,24.7,42.48759,3480,2.447397,29.22483,14361.85,24.7,42.48759,3480,2.447397,29.22483
5959,48056,0.003061224,0.003061224,0.0244898,0.01122449,0.003061224,0,0.006122449,0,0.3714286,0.09387755,0.2285714,0,0,0.06205674,0.02777778,0.0560472,0.07467794,0.05585881,0.06937285,1238,0.9773829,0.008077544,0,0.009693053,0.008077544,0,0.004846527,0.5282714,0.4717286,0.1615509,0.0638126,0.138126,0.2011309,0.1672052,0.1033926,0.06138934,0.05654281,17774,31.8,42.1,1263,2.2,40.2,17774,31.8,42.1,1263,2.2,40.2,17774,31.8,42.1,1263,2.2,40.2,17774,31.8,42.1,1263,2.2,40.2
5960,48057,0.002443281,0.001919721,0.02286213,0.008551483,0.00122164,0,0.00122164,0,0.3176265,0.0513089,0.3115183,0,0,0.05882569,0.03174603,0.06730361,0.06069114,0.05870475,0.05895131,7307,0.9343096,0.01163268,0.001505406,0.03435062,0.01108526,0.00027371,0.01792801,0.4939099,0.5060901,0.1323389,0.08320788,0.1051047,0.1536882,0.1599836,0.1278226,0.1014096,0.08731353,15104.7,30.5,46.6151,7250,2.283956,34.58699,15104.7,30.5,46.6151,7250,2.283956,34.58699,15104.7,30.5,46.6151,7250,2.283956,34.58699,15104.7,30.5,46.6151,7250,2.283956,34.58699
5961,48058,0.002111932,0.003167899,0.06758184,0.01478353,0.00844773,0,0.004223865,0,0.2734952,0.0781415,0.2629356,0,0,0.05288462,0.01065891,0.05606061,0.06039964,0.03947368,0.06752874,1158,0.9645941,0.02331606,0.000863558,0.008635579,0.02072539,0,0.002590674,0.5112263,0.4887737,0.134715,0.07944732,0.1139896,0.1813472,0.1658031,0.1260794,0.1010363,0.06735751,16574,23.3,45.9,1161,2.69,21.8,16574,23.3,45.9,1161,2.69,21.8,16574,23.3,45.9,1161,2.69,21.8,16574,23.3,45.9,1161,2.69,21.8
5962,48059,0,0.004975124,0.03233831,0.01492537,0,0,0.002487562,0,0.3283582,0.03482587,0.3258706,0,0,0.04128205,0.02777778,0.05092593,0.03476821,0.0320122,0.05072464,515,0.9475728,0.0407767,0.003883495,0.001941748,0.0407767,0,0.005825243,0.5106796,0.4893204,0.1669903,0.07184466,0.1359223,0.1864078,0.1378641,0.1320388,0.09320388,0.05242718,14934,25.6,44.3,509,2.58,31.5,14934,25.6,44.3,509,2.58,31.5,14934,25.6,44.3,509,2.58,31.5,14934,25.6,44.3,509,2.58,31.5
5963,48060,0.003310345,0.003034483,0.02731034,0.01186207,0.001655172,0,0.001103448,0,0.321931,0.056,0.2430345,0,0,0.05241978,0.03415638,0.0620258,0.04867047,0.05426357,0.05040188,5006,0.8803436,0.03375949,0.002596884,0.02157411,0.02956452,0,0.06172593,0.5077907,0.4922093,0.1602078,0.08090292,0.1386336,0.1502197,0.1436276,0.1318418,0.07690771,0.07371155,15034.06,28.6,43.63922,5003,2.560991,27.27348,15034.06,28.6,43.63922,5003,2.560991,27.27348,15034.06,28.6,43.63922,5003,2.560991,27.27348,15034.06,28.6,43.63922,5003,2.560991,27.27348
5964,48061,0.002534854,0.001267427,0.0418251,0.0278834,0.003802281,0,0.007604563,0,0.4030418,0.09125475,0.1723701,0,0,0.04585874,0.008130081,0.04637681,0.05450581,0.04349951,0.0484127,991,0.975782,0.009081736,0,0.01210898,0.008072654,0.001009082,0.002018163,0.5156408,0.4843592,0.1422805,0.06760848,0.1089808,0.1937437,0.1705348,0.1120081,0.08072654,0.06962664,18751,27.2,45.1,980,2.67,22.1,18751,27.2,45.1,980,2.67,22.1,18751,27.2,45.1,980,2.67,22.1,18751,27.2,45.1,980,2.67,22.1
5965,48062,0,0,0.003389831,0,0,0,0.006779661,0,0.4508475,0.05762712,0.2779661,0,0,0.03707627,0,0.07209738,0.01960784,0.01693767,0.05899705,383,0.9373368,0.02349869,0,0.03133159,0.02349869,0.002610966,0.005221932,0.5143603,0.4856397,0.1592689,0.07571802,0.08355091,0.1853786,0.156658,0.1436031,0.1018277,0.04699739,15624,25.1,45.3,376,2.65,32.4,15624,25.1,45.3,376,2.65,32.4,15624,25.1,45.3,376,2.65,32.4,15624,25.1,45.3,376,2.65,32.4
5966,48063,0.002824859,0.01129944,0.02259887,0.008474576,0,0,0.002824859,0,0.3050847,0.06214689,0.3022599,0,0,0.04286571,0.03472222,0.06104651,0.03472222,0.03645833,0.04975124,438,0.9611872,0.01369863,0,0.02054795,0.01369863,0,0.00456621,0.5022831,0.4977169,0.1369863,0.0890411,0.08675799,0.1415525,0.2123288,0.130137,0.0913242,0.07305936,16779,29.2,47.2,425,2.5,33.5,16779,29.2,47.2,425,2.5,33.5,16779,29.2,47.2,425,2.5,33.5,16779,29.2,47.2,425,2.5,33.5
5967,48064,0,0,0.02796053,0.004934211,0,0,0.003289474,0,0.3569079,0.05592105,0.3026316,0,0,0.03093159,0.0248227,0.01764706,0.04149378,0.02718169,0.03481481,761,0.9868594,0.005256242,0,0.003942181,0.002628121,0,0.003942181,0.5203679,0.4796321,0.1616294,0.05913272,0.09592641,0.1852825,0.1471748,0.151117,0.07752957,0.08672799,17263,24.5,45.5,726,2.78,23,17263,24.5,45.5,726,2.78,23,17263,24.5,45.5,726,2.78,23,17263,24.5,45.5,726,2.78,23
5968,48065,0.00243383,0.004563432,0.09339824,0.03042288,0.003346517,0,0.00760572,0,0.2835412,0.1101308,0.171585,0,0,0.08395016,0.05061205,0.09739144,0.08196721,0.06713781,0.1024346,4152,0.9460501,0.01228324,0.001445087,0.01348748,0.01228324,0.000481696,0.02625241,0.5060212,0.4939788,0.140896,0.08839114,0.1228324,0.1632948,0.1579961,0.128131,0.08863198,0.06623314,14308.24,26.4,44.84274,4139,2.390273,26.92614,14308.24,26.4,44.84274,4139,2.390273,26.92614,14308.24,26.4,44.84274,4139,2.390273,26.92614,14308.24,26.4,44.84274,4139,2.390273,26.92614
5969,48066,0.005813953,0,0.002906977,0.002906977,0,0,0,0,0.4360465,0.05232558,0.2151163,0,0,0.06121795,0.01436782,0.09786822,0.04885057,0.04223744,0.08552632,410,0.9658537,0.009756098,0,0.009756098,0.009756098,0,0.01463415,0.5341463,0.4658537,0.09756098,0.05365854,0.102439,0.1707317,0.1707317,0.1512195,0.1243902,0.07804878,15613,25.7,49.4,405,2.41,36.3,15613,25.7,49.4,405,2.41,36.3,15613,25.7,49.4,405,2.41,36.3,15613,25.7,49.4,405,2.41,36.3
5970,48067,0,0.004413063,0.02383054,0.009708738,0.000882613,0,0,0,0.325684,0.05295675,0.2965578,0,0,0.06402003,0.0248227,0.06692708,0.07377919,0.06490704,0.0629845,1465,0.9406143,0.01774744,0,0.01569966,0.01569966,0,0.02593857,0.5194539,0.4805461,0.1549488,0.06825939,0.09351536,0.1836177,0.1645051,0.1071672,0.09624573,0.07167235,15749,25.4,45.1,1443,2.69,26.1,15749,25.4,45.1,1443,2.69,26.1,15749,25.4,45.1,1443,2.69,26.1,15749,25.4,45.1,1443,2.69,26.1
5971,48068,0.000651891,0.003259452,0.01955671,0.009778357,0.001303781,0,0.000651891,0,0.4491525,0.06975228,0.1955671,0,0,0.05034104,0.03100775,0.0482866,0.05629042,0.05028986,0.05039466,1852,0.9665227,0.01079914,0.000539957,0.01781857,0.01079914,0.002159827,0.002159827,0.4848812,0.5151188,0.1263499,0.07451404,0.1133909,0.1517279,0.1533477,0.1511879,0.1085313,0.087473,17024,31.9,47.7,1824,2.11,42.5,17024,31.9,47.7,1824,2.11,42.5,17024,31.9,47.7,1824,2.11,42.5,17024,31.9,47.7,1824,2.11,42.5
5972,48069,0.004188561,0.003731627,0.0659508,0.04462722,0.005711675,0,0.0175158,0,0.3364557,0.09641307,0.1223821,0,0,0.06710251,0.02924058,0.07811258,0.07036933,0.05131884,0.08215826,17691,0.9243683,0.01791872,0.004069866,0.03442428,0.01475326,0.000169578,0.01904923,0.4871404,0.5128596,0.1695778,0.09473744,0.1221525,0.1795828,0.1543723,0.1093211,0.07048782,0.04572947,16781.15,30.9,41.67622,17512,2.655886,24.10492,16781.15,30.9,41.67622,17512,2.655886,24.10492,16781.15,30.9,41.67622,17512,2.655886,24.10492,16781.15,30.9,41.67622,17512,2.655886,24.10492
5973,48070,0,0.003795066,0.01897533,0.001897533,0,0,0,0,0.1954459,0.03605313,0.4193548,0,0,0.03320312,0.01478495,0.04622396,0.03049828,0.02399651,0.04231434,654,0.9663609,0.001529052,0,0.02140673,0.001529052,0,0.01070336,0.4938838,0.5061162,0.1360856,0.06269113,0.1131498,0.1422018,0.1437309,0.1238532,0.1039755,0.1238532,15181,27.1,47.8,656,2.62,30,15181,27.1,47.8,656,2.62,30,15181,27.1,47.8,656,2.62,30,15181,27.1,47.8,656,2.62,30
5974,48071,0.003825046,0.005820722,0.1691335,0.02195244,0.003658739,0,0.01230667,0,0.2581074,0.1305505,0.09496092,0,0,0.09400242,0.05647841,0.09558577,0.1022279,0.08021621,0.1082069,7507,0.967497,0.006394032,0.002797389,0.01505262,0.005727987,0,0.008258958,0.4916744,0.5083256,0.144665,0.07952578,0.127481,0.1781004,0.1619821,0.1161583,0.07659518,0.07006794,14413.92,28,44.06231,7445,2.522453,25.92849,14413.92,28,44.06231,7445,2.522453,25.92849,14413.92,28,44.06231,7445,2.522453,25.92849,14413.92,28,44.06231,7445,2.522453,25.92849
5975,48072,0.003108808,0.006217617,0.03108808,0.01450777,0,0,0.002072539,0,0.2777202,0.05181347,0.3658031,0,0,0.04547351,0.03314394,0.05202578,0.04178606,0.04215229,0.04932432,1314,0.914003,0.01065449,0.01065449,0.03500761,0.01065449,0.00456621,0.02511416,0.5098935,0.4901065,0.1773212,0.06544901,0.1415525,0.1796043,0.1232877,0.1133942,0.07534247,0.08447489,14418,27.7,43.3,1331,2.43,33,14418,27.7,43.3,1331,2.43,33,14418,27.7,43.3,1331,2.43,33,14418,27.7,43.3,1331,2.43,33
5976,48073,0.005566134,0.003368976,0.03032079,0.01464772,0.001318295,0,0.003661931,0,0.2375861,0.06679361,0.3103852,0,0,0.0725387,0.04328425,0.08757511,0.07011665,0.06467662,0.08137059,8400,0.9407143,0.008690476,0.004047619,0.01535714,0.008095238,0.000238095,0.03095238,0.5010714,0.4989286,0.1139286,0.09202381,0.1105952,0.1503571,0.167619,0.1320238,0.1107143,0.08119048,14183.85,26.2,46.97911,8307,2.405264,28.68772,14183.85,26.2,46.97911,8307,2.405264,28.68772,14183.85,26.2,46.97911,8307,2.405264,28.68772,14183.85,26.2,46.97911,8307,2.405264,28.68772
5977,48074,0.003358779,0.003969466,0.08152672,0.03908397,0.004580153,0,0.01709924,0,0.2870229,0.08671756,0.1780153,0,0,0.05037837,0.001712329,0.04545455,0.07090814,0.03902162,0.06352027,4232,0.9201323,0.003780718,0.000708885,0.01913989,0.003780718,0.00094518,0.05529301,0.5186673,0.4813327,0.1413043,0.07585066,0.1148393,0.1592628,0.1576087,0.1275992,0.0834121,0.07514178,14171.31,31.2,44.92699,4024,2.335442,31.43385,14171.31,31.2,44.92699,4024,2.335442,31.43385,14171.31,31.2,44.92699,4024,2.335442,31.43385,14171.31,31.2,44.92699,4024,2.335442,31.43385
5978,48075,0.004356244,0.007744434,0.04840271,0.02468538,0.001452081,0,0.01016457,0,0.3678606,0.09244918,0.178606,0,0,0.02688172,0.005555556,0.0357545,0.02748122,0.02414605,0.02959502,2636,0.9533384,0.02579666,0.000379363,0.009863429,0.0254173,0.001896813,0.008725341,0.4908953,0.5091047,0.1494689,0.0792868,0.1100152,0.1733687,0.1764036,0.1009105,0.07852807,0.07701062,15657.09,29.4,43.67288,2585,2.444472,31.23064,15657.09,29.4,43.67288,2585,2.444472,31.23064,15657.09,29.4,43.67288,2585,2.444472,31.23064,15657.09,29.4,43.67288,2585,2.444472,31.23064
5979,48076,0.003472222,0,0.05208333,0.01388889,0,0,0.01388889,0,0.4444444,0.04166667,0.1631944,0,0,0.08589744,0.05555556,0.0625,0.1086601,0.08670034,0.08506944,332,0.9789157,0.009036145,0,0.01204819,0.009036145,0,0,0.5090361,0.4909639,0.09939759,0.0813253,0.09638554,0.123494,0.186747,0.1686747,0.1325301,0.07831325,21573,37.6,50.7,331,2.04,44.4,21573,37.6,50.7,331,2.04,44.4,21573,37.6,50.7,331,2.04,44.4,21573,37.6,50.7,331,2.04,44.4
5980,48077,0.002673797,0.004753417,0.06149733,0.0389186,0.004456328,0,0.01069519,0,0.3511586,0.1060606,0.1488414,0,0,0.07532051,0.02923977,0.0742614,0.09036281,0.07031778,0.08030303,4331,0.9434311,0.02054953,0.002539829,0.02839991,0.0180097,0.000230894,0.004848765,0.488109,0.511891,0.1380743,0.09836066,0.1110598,0.1687832,0.1784807,0.1232972,0.07319326,0.05310552,16989.59,32.9,43.70244,4340,2.501544,29.44475,16989.59,32.9,43.70244,4340,2.501544,29.44475,16989.59,32.9,43.70244,4340,2.501544,29.44475,16989.59,32.9,43.70244,4340,2.501544,29.44475
5981,48078,0.004146747,0.003697736,0.2049602,0.05950714,0.006761575,0,0.01526637,0,0.1838039,0.1360503,0.06463115,0,0,0.1033272,0.0501926,0.1052409,0.1150985,0.0934097,0.1132216,45766,0.9514487,0.01118734,0.005571822,0.02040816,0.009745226,0.000174802,0.01120919,0.4781716,0.5218284,0.1091422,0.07831141,0.1096666,0.1580212,0.1599878,0.1380938,0.1153913,0.09161823,14479.34,27.35,48.33733,45470,2.336207,27.65044,14479.34,27.35,48.33733,45470,2.336207,27.65044,14479.34,27.35,48.33733,45470,2.336207,27.65044,14479.34,27.35,48.33733,45470,2.336207,27.65044
5982,48079,0.002518892,0.005037783,0.01763224,0.01259446,0,0,0.002518892,0,0.3274559,0.08312343,0.2695214,0,0,0.07151096,0.05989583,0.1041667,0.05434783,0.05923695,0.08807588,479,0.9728601,0.01878914,0.002087683,0.006263048,0.01670146,0,0,0.5490605,0.4509395,0.1398747,0.05845511,0.09394572,0.1691023,0.1795407,0.1461378,0.08141962,0.1064718,15295,29.2,48,486,2.47,32,15295,29.2,48,486,2.47,32,15295,29.2,48,486,2.47,32,15295,29.2,48,486,2.47,32
5983,48080,0.00443459,0.005644023,0.1870591,0.0298327,0.006349526,0,0.01471478,0,0.2098367,0.1389841,0.08667607,0,0,0.08946857,0.0447334,0.09913336,0.09418885,0.07938338,0.09979451,11985,0.9735503,0.006090947,0.00141844,0.01159783,0.005840634,0,0.007342511,0.4861076,0.5138924,0.1239883,0.08318732,0.1099708,0.1702962,0.1662078,0.1314143,0.102378,0.06858573,13954.05,26.9,46.45411,11979,2.390912,26.55003,13954.05,26.9,46.45411,11979,2.390912,26.55003,13954.05,26.9,46.45411,11979,2.390912,26.55003,13954.05,26.9,46.45411,11979,2.390912,26.55003
5984,48081,0.003678403,0.004203889,0.05307409,0.02417236,0.003678403,0,0.007356805,0,0.434577,0.07409354,0.1550184,0,0,0.05382166,0.02463768,0.05913491,0.0586185,0.03832903,0.0688861,2412,0.9535655,0.01907131,0.000414594,0.01865672,0.01699834,0,0.008291874,0.4962687,0.5037313,0.1538143,0.08623549,0.1015755,0.168325,0.1720564,0.1339138,0.07462687,0.06011609,18199,28.8,43.9,2429,2.71,22.7,18199,28.8,43.9,2429,2.71,22.7,18199,28.8,43.9,2429,2.71,22.7,18199,28.8,43.9,2429,2.71,22.7
5985,48082,0.003346004,0.004309653,0.1750361,0.04708496,0.007307672,0,0.01737245,0,0.1941217,0.1380427,0.08541678,0,0,0.111776,0.07203314,0.120078,0.1154946,0.09827951,0.1252038,45853,0.9539398,0.01055547,0.004383574,0.01570235,0.009923015,2.18E-05,0.01539703,0.4802957,0.5197043,0.1248119,0.08149957,0.1174405,0.170654,0.1582012,0.1289992,0.09888121,0.07768303,13858.38,27.85,46.32785,45952,2.352438,28.2525,13858.38,27.85,46.32785,45952,2.352438,28.2525,13858.38,27.85,46.32785,45952,2.352438,28.2525,13858.38,27.85,46.32785,45952,2.352438,28.2525
5986,48083,0.003027245,0.005045409,0.1695257,0.02609197,0.005045409,0,0.01239729,0,0.1979242,0.1897074,0.07784345,0,0,0.1008082,0.05423095,0.1132242,0.1031821,0.0849158,0.11702,8395,0.9691483,0.005717689,0.001667659,0.01548541,0.005002978,0.000238237,0.007742704,0.4873139,0.5126861,0.1215009,0.0842168,0.1337701,0.1670042,0.153782,0.1390113,0.08862418,0.06825491,13534.65,28.8,45.71734,8353,2.380236,25.6081,13534.65,28.8,45.71734,8353,2.380236,25.6081,13534.65,28.8,45.71734,8353,2.380236,25.6081,13534.65,28.8,45.71734,8353,2.380236,25.6081
5987,48084,0.003626681,0.004453014,0.1965294,0.04407106,0.0074829,0,0.01464445,0,0.1695359,0.1442868,0.06693293,0,0,0.1360601,0.07721817,0.1469964,0.1429551,0.123363,0.149076,27296,0.926143,0.01062427,0.003993259,0.03044402,0.009708382,0.000512896,0.02828253,0.4834042,0.5165958,0.1182225,0.08312573,0.1138995,0.1630642,0.1607562,0.1235346,0.1108954,0.08649619,12536.29,29.05,46.98836,27338,2.33046,28.45349,12536.29,29.05,46.98836,27338,2.33046,28.45349,12536.29,29.05,46.98836,27338,2.33046,28.45349,12536.29,29.05,46.98836,27338,2.33046,28.45349
5988,48085,0.004759239,0.002612915,0.0806271,0.03126166,0.006905562,0,0.01026502,0,0.2909668,0.139511,0.1439903,0,0,0.06983225,0.03309878,0.07289776,0.07804109,0.05947301,0.08009298,13878,0.959216,0.01419513,0.003314599,0.01988759,0.01282606,0.00021617,0.003170486,0.4931546,0.5068454,0.169621,0.08553106,0.1348898,0.1930393,0.1536965,0.1169477,0.06297737,0.03588413,17286.32,28.9,41.09822,14066,2.567097,26.17244,17286.32,28.9,41.09822,14066,2.567097,26.17244,17286.32,28.9,41.09822,14066,2.567097,26.17244,17286.32,28.9,41.09822,14066,2.567097,26.17244
5989,48086,0.002470356,0.006422925,0.07509881,0.02322134,0.005434783,0,0.01333992,0,0.270751,0.1442688,0.1294466,0,0,0.07458048,0.01873767,0.09024455,0.07410824,0.06084337,0.08921694,2527,0.9525129,0.02928374,0.001187178,0.01385042,0.02849228,0,0.003165809,0.4934705,0.5065295,0.1436486,0.07123071,0.1234666,0.1796597,0.1598734,0.1278195,0.08112386,0.07795805,14598.72,28.8,44.44911,2474,2.360356,31.50643,14598.72,28.8,44.44911,2474,2.360356,31.50643,14598.72,28.8,44.44911,2474,2.360356,31.50643,14598.72,28.8,44.44911,2474,2.360356,31.50643
5990,48087,0,0.006864989,0.1235698,0.05034325,0.00228833,0,0.006864989,0,0.4256293,0.06864989,0.08009153,0,0,0.09772727,0.08641975,0.07881137,0.1135057,0.08469203,0.1141553,501,0.9620758,0.01796407,0,0.01596806,0.01596806,0,0.003992016,0.5289421,0.4710579,0.08582834,0.06986028,0.1417166,0.1497006,0.1916168,0.1576846,0.08383234,0.08982036,12919,30.8,48.7,481,2.35,40.5,12919,30.8,48.7,481,2.35,40.5,12919,30.8,48.7,481,2.35,40.5,12919,30.8,48.7,481,2.35,40.5
5991,48088,0,0,0.03731343,0.007462687,0,0,0,0,0.1641791,0.03731343,0.4402985,0,0,0.05482456,0.01666667,0.08148148,0.04096045,0.05555556,0.05392157,160,0.95,0.025,0.00625,0.01875,0.025,0,0,0.51875,0.48125,0.1125,0.06875,0.15,0.1875,0.2,0.1125,0.0875,0.05,13780,35.4,45.8,164,2,39,13780,35.4,45.8,164,2,39,13780,35.4,45.8,164,2,39,13780,35.4,45.8,164,2,39
5992,48089,0.001977401,0.001694915,0.07372881,0.03079096,0.009039548,0,0.01045198,0,0.309887,0.1324859,0.1474576,0,0,0.07072571,0.0465824,0.0751731,0.07276168,0.06582086,0.07594645,4456,0.9575853,0.01234291,0.002244165,0.01548474,0.01144524,0,0.01234291,0.5017953,0.4982047,0.1665171,0.08236086,0.1501346,0.1909785,0.1458707,0.1023339,0.07562837,0.04286355,16096.31,28.7,41.71895,4666,2.573913,23.8808,16096.31,28.7,41.71895,4666,2.573913,23.8808,16096.31,28.7,41.71895,4666,2.573913,23.8808,16096.31,28.7,41.71895,4666,2.573913,23.8808
5993,48090,0.004663558,0.008494337,0.1507328,0.04047302,0.005829447,0,0.01449034,0,0.2958028,0.1105929,0.08227848,0,0,0.1215725,0.06146179,0.1351116,0.1260507,0.08840489,0.1545204,7697,0.9286735,0.02572431,0.00181889,0.01831883,0.02559439,0.00181889,0.02364558,0.4829154,0.5170846,0.1427829,0.07665324,0.1231649,0.1683773,0.1521372,0.1195271,0.08873587,0.08691698,12870.37,30.05,45.10634,7624,2.450961,28.31637,12870.37,30.05,45.10634,7624,2.450961,28.31637,12870.37,30.05,45.10634,7624,2.450961,28.31637,12870.37,30.05,45.10634,7624,2.450961,28.31637
5994,48091,0.004638219,0.000927644,0.06400742,0.0148423,0.002782931,0,0.003710575,0,0.2727273,0.06122449,0.2745826,0,0,0.05638095,0.05733945,0.06368564,0.0493283,0.04443173,0.06830289,1366,0.9407028,0.02855051,0.001464129,0.01464129,0.02708638,0,0.01464129,0.5014641,0.4985359,0.1325037,0.09370425,0.1412884,0.1449488,0.1471449,0.1661786,0.08711567,0.04978038,14832,23.5,45.5,1335,2.63,25.2,14832,23.5,45.5,1335,2.63,25.2,14832,23.5,45.5,1335,2.63,25.2,14832,23.5,45.5,1335,2.63,25.2
5995,48092,0.003440367,0.006880734,0.05275229,0.01834862,0.002293578,0,0.01834862,0,0.3658257,0.08830275,0.1422018,0,0,0.08049645,0.04107981,0.0963357,0.07575758,0.06851852,0.09299517,1067,0.9522024,0.02436739,0,0.009372071,0.02155576,0,0.01405811,0.4761012,0.5238988,0.1274602,0.08622306,0.1190253,0.1593252,0.190253,0.1218369,0.07403936,0.08153702,15366,26.5,45.1,1042,2.44,26,15366,26.5,45.1,1042,2.44,26,15366,26.5,45.1,1042,2.44,26,15366,26.5,45.1,1042,2.44,26
5996,48093,0.005611672,0.003367003,0.05387205,0.02693603,0.002244669,0,0.006734007,0,0.3030303,0.0617284,0.2817059,0,0,0.06851852,0.04476584,0.07110778,0.0741784,0.04259259,0.09444444,1201,0.8992506,0.05412157,0.00083264,0.01998335,0.05328893,0.00083264,0.02497918,0.4812656,0.5187344,0.1507077,0.0865945,0.1423813,0.1781848,0.1473772,0.1082431,0.07160699,0.05995004,14658,30.9,43,1215,2.38,32.3,14658,30.9,43,1215,2.38,32.3,14658,30.9,43,1215,2.38,32.3,14658,30.9,43,1215,2.38,32.3
5997,48094,0.002242871,0.004165332,0.05126562,0.01473887,0.001602051,0,0.005767382,0,0.3284204,0.05671259,0.2380647,0,0,0.07242424,0.04751016,0.08797909,0.06482208,0.05815217,0.08680049,4284,0.8895892,0.0340803,0.01540616,0.02030812,0.0340803,0.002567694,0.03804855,0.4918301,0.5081699,0.1622316,0.08426704,0.127451,0.1687675,0.1454248,0.1346872,0.08076564,0.054155,14183.53,28.9,43.12355,4340,2.617118,22.97495,14183.53,28.9,43.12355,4340,2.617118,22.97495,14183.53,28.9,43.12355,4340,2.617118,22.97495,14183.53,28.9,43.12355,4340,2.617118,22.97495
5998,48095,0.005593804,0.005593804,0.1256454,0.04862306,0.007314974,0,0.004733219,0,0.1962134,0.1123064,0.1678141,0,0,0.06401966,0.03459821,0.08071974,0.05577652,0.0473693,0.08190272,3043,0.9313178,0.02103188,0,0.01248768,0.02103188,0.000328623,0.03483405,0.5014788,0.4985212,0.1583963,0.06933947,0.1399934,0.1810713,0.1350641,0.122905,0.09464344,0.05652317,16012.48,25.7,43.3712,2993,2.421447,27.39238,16012.48,25.7,43.3712,2993,2.421447,27.39238,16012.48,25.7,43.3712,2993,2.421447,27.39238,16012.48,25.7,43.3712,2993,2.421447,27.39238
