,mun,v_blanc,v_nul,PSOE,PP,Cs,ERC,VOX,JUNTS,PNV,PODEMOS,Bildu,BNG,CUP,atur,atur_m24,atur_25_44,atur_M45,atur_h,atur_d,pob_t,esp,euro,asia,ame,UE,oce_apa,afr,h,m,m19,e20_29,e30_39,e40_49,e50_59,e60_69,e70_79,M80,Renta_neta_persona,Gini_medio,Edad_media,Poblacion,tam_hog_medio,por_hog_uni,Renta_neta_persona,Gini_medio,Edad_media,Poblacion,tam_hog_medio,por_hog_uni,Renta_neta_persona,Gini_medio,Edad_media,Poblacion,tam_hog_medio,por_hog_uni,Renta_neta_persona,Gini_medio,Edad_media,Poblacion,tam_hog_medio,por_hog_uni
5999,48096,0.005062126,0.007056297,0.1148949,0.02945237,0.004295137,0,0.01242522,0,0.3577236,0.1179629,0.09096487,0,0,0.1017847,0.03192046,0.1063001,0.1148204,0.08483483,0.1189261,8447,0.9187877,0.03823843,0.002959631,0.01337753,0.03681781,0.000710311,0.02592636,0.4959157,0.5040843,0.1464425,0.08204096,0.134604,0.1642003,0.1601752,0.1378004,0.08097549,0.05658814,14264.96,29.1,44.45094,8374,2.560523,23.6892,14264.96,29.1,44.45094,8374,2.560523,23.6892,14264.96,29.1,44.45094,8374,2.560523,23.6892,14264.96,29.1,44.45094,8374,2.560523,23.6892
6000,48097,0.004562738,0.003041825,0.1019011,0.03041825,0.001520913,0,0.0121673,0,0.2395437,0.1117871,0.1634981,0,0,0.09050262,0.07412791,0.1024173,0.0868863,0.08515483,0.0960213,1614,0.9640644,0.01301115,0,0.01425031,0.01301115,0,0.008674102,0.4987608,0.5012392,0.1245353,0.09665428,0.1158612,0.1753408,0.1610905,0.1171004,0.08240397,0.07001239,14143.89,27.55,44.4665,1618,2.5422,23.41391,14143.89,27.55,44.4665,1618,2.5422,23.41391,14143.89,27.55,44.4665,1618,2.5422,23.41391,14143.89,27.55,44.4665,1618,2.5422,23.41391
6001,48901,0.003100775,0.004069767,0.1447674,0.04069767,0.008139535,0,0.01550388,0,0.2656977,0.1267442,0.1015504,0,0,0.05730129,0.02831094,0.05318691,0.06962251,0.04957951,0.06513811,6631,0.9642588,0.006786307,0.001508068,0.02081134,0.005579852,0,0.0066355,0.491027,0.508973,0.1663399,0.07027598,0.1444729,0.2017795,0.1372342,0.09048409,0.08957925,0.05383803,15043.36,25.6,42.0921,6642,2.501936,25.90169,15043.36,25.6,42.0921,6642,2.501936,25.90169,15043.36,25.6,42.0921,6642,2.501936,25.90169,15043.36,25.6,42.0921,6642,2.501936,25.90169
6002,48902,0.004634018,0.004844655,0.1553976,0.03944181,0.007003686,0,0.01506056,0,0.2302791,0.1223802,0.08572933,0,0,0.0870846,0.04380781,0.0927302,0.0936136,0.07761169,0.09663007,24350,0.9315811,0.01293634,0.003737166,0.04275154,0.01195072,8.21E-05,0.008911704,0.4849281,0.5150719,0.1388912,0.07995893,0.1265298,0.1907187,0.1441889,0.1197125,0.09470226,0.06213552,12813.3,28.3,44.62663,24355,2.489428,24.94889,12813.3,28.3,44.62663,24355,2.489428,24.94889,12813.3,28.3,44.62663,24355,2.489428,24.94889,12813.3,28.3,44.62663,24355,2.489428,24.94889
6003,48903,0.002222222,0.002777778,0.05222222,0.06666667,0.006111111,0,0.015,0,0.4327778,0.08722222,0.08611111,0,0,0.04510045,0.01092118,0.05851716,0.05152759,0.03483992,0.05735493,2433,0.891492,0.01520756,0.0106864,0.02219482,0.01397452,0,0.06041924,0.5092478,0.4907522,0.136046,0.09001233,0.09946568,0.1693383,0.1405672,0.1146732,0.07685984,0.07274969,18390,31.3,44,2158,2.64,27,18390,31.3,44,2158,2.64,27,18390,31.3,44,2158,2.64,27,18390,31.3,44,2158,2.64,27
6004,48904,0.005074711,0.006202425,0.0854243,0.05074711,0.006484353,0,0.007612067,0,0.34649,0.1026219,0.1060051,0,0,0.06725903,0.02595029,0.07410256,0.07555101,0.05924524,0.07531719,4502,0.9531319,0.01688139,0.001332741,0.01932474,0.01621502,0.000222124,0.009107064,0.4826744,0.5173256,0.1470458,0.09040426,0.106175,0.1652599,0.1719236,0.1059529,0.07796535,0.08618392,16175.37,30.1,44.32108,4492,2.512304,27.24731,16175.37,30.1,44.32108,4492,2.512304,27.24731,16175.37,30.1,44.32108,4492,2.512304,27.24731,16175.37,30.1,44.32108,4492,2.512304,27.24731
6005,48905,0.004807692,0.004807692,0.08733974,0.02403846,0.003205128,0,0.008413462,0,0.3277244,0.08733974,0.1606571,0,0,0.06751315,0.03271028,0.07542507,0.06831445,0.05475504,0.08096927,3260,0.9180982,0.01441718,0.002760736,0.04355828,0.01226994,0,0.02116564,0.4932515,0.5067485,0.1506135,0.07361963,0.1220859,0.1883436,0.1371166,0.1239264,0.09171779,0.07607362,14780.82,29.45,45.11913,3257,2.562794,24.23383,14780.82,29.45,45.11913,3257,2.562794,24.23383,14780.82,29.45,45.11913,3257,2.562794,24.23383,14780.82,29.45,45.11913,3257,2.562794,24.23383
6006,48906,0.002717391,0.002717391,0.03940217,0.01630435,0.005434783,0,0.005434783,0,0.3872283,0.05434783,0.2296196,0,0,0.07648026,0.02876984,0.08807267,0.08146965,0.07976974,0.07319079,920,0.9467391,0.0326087,0,0.0173913,0.0326087,0,0.00326087,0.4880435,0.5119565,0.1163043,0.101087,0.1119565,0.1478261,0.1521739,0.1695652,0.09021739,0.07282609,16061,30.8,47.5,907,2.55,25.6,16061,30.8,47.5,907,2.55,25.6,16061,30.8,47.5,907,2.55,25.6,16061,30.8,47.5,907,2.55,25.6
6007,48907,0,0.002915452,0.005830904,0,0,0,0,0,0.4577259,0.05247813,0.2769679,0,0,0.02788104,0.03240741,0.03044872,0.0245478,0.03110329,0.02427822,441,0.9591837,0.01814059,0.006802721,0.01360544,0.01133787,0,0.002267574,0.4988662,0.5011338,0.1746032,0.06802721,0.09750567,0.1723356,0.1655329,0.1020408,0.09977324,0.07482993,16886,24,45.2,441,2.79,23.4,16886,24,45.2,441,2.79,23.4,16886,24,45.2,441,2.79,23.4,16886,24,45.2,441,2.79,23.4
6008,48908,0.004,0.008,0.04,0,0.008,0,0,0,0.472,0.028,0.284,0,0,0.05645161,0.006410256,0.07062147,0.06582633,0.05162242,0.06169872,308,0.9837662,0.006493506,0,0.00974026,0.006493506,0,0,0.5032468,0.4967532,0.1428571,0.09090909,0.1136364,0.1233766,0.2272727,0.1298701,0.06168831,0.0487013,19337,27.3,43.8,318,2.84,26.8,19337,27.3,43.8,318,2.84,26.8,19337,27.3,43.8,318,2.84,26.8,19337,27.3,43.8,318,2.84,26.8
6009,48909,0,0.004975124,0,0,0,0,0,0,0.2885572,0.039801,0.4527363,0,0,0.04513889,0,0.07727273,0.03584229,0.01305221,0.07647059,253,0.9604743,0.01976285,0.003952569,0.01581028,0.01976285,0,0,0.4980237,0.5019763,0.1462451,0.08695652,0.1067194,0.1660079,0.1581028,0.1857708,0.05533597,0.05928854,16137,28.5,45.3,246,2.34,39.1,16137,28.5,45.3,246,2.34,39.1,16137,28.5,45.3,246,2.34,39.1,16137,28.5,45.3,246,2.34,39.1
6010,48910,0.003913198,0.003557453,0.135539,0.04980434,0.005336179,0,0.01565279,0,0.2148702,0.08786909,0.1746709,0,0,0.07817793,0.03926859,0.08891328,0.07914339,0.0656846,0.09157509,3662,0.9074276,0.02293829,0.002184599,0.01856909,0.01993446,0,0.04888039,0.4942654,0.5057346,0.142272,0.08055707,0.1187875,0.1731294,0.1466412,0.1256144,0.1013108,0.07400328,14745.47,26.3,45.81637,3666,2.525398,26.06462,14745.47,26.3,45.81637,3666,2.525398,26.06462,14745.47,26.3,45.81637,3666,2.525398,26.06462,14745.47,26.3,45.81637,3666,2.525398,26.06462
6011,48911,0.002624672,0.002624672,0,0.01049869,0,0,0,0,0.2782152,0.04986877,0.4488189,0,0,0.02848101,0.02666667,0.04022989,0.02,0.03106509,0.0255102,477,0.9811321,0.006289308,0,0.01257862,0.006289308,0,0,0.5220126,0.4779874,0.1383648,0.09224319,0.115304,0.1404612,0.1656184,0.1383648,0.08805031,0.06289308,17767,23.1,44.9,461,2.74,23.2,17767,23.1,44.9,461,2.74,23.2,17767,23.1,44.9,461,2.74,23.2,17767,23.1,44.9,461,2.74,23.2
6012,48912,0.00344679,0.006031883,0.1133132,0.02455838,0.006462732,0,0.01464886,0,0.2787592,0.1137441,0.1585523,0,0,0.1107226,0.07809984,0.1153926,0.1142662,0.09548978,0.126506,2907,0.9470244,0.01960784,0.001031992,0.01547988,0.01960784,0.000687995,0.01616787,0.4908841,0.5091159,0.1413829,0.07877537,0.1334709,0.1885105,0.1413829,0.125215,0.09356725,0.06363949,13461.8,29.6,45.28318,2878,2.329611,28.86928,13461.8,29.6,45.28318,2878,2.329611,28.86928,13461.8,29.6,45.28318,2878,2.329611,28.86928,13461.8,29.6,45.28318,2878,2.329611,28.86928
6013,48913,0.006472492,0.007281553,0.06877023,0.02265372,0.004045307,0,0.0105178,0,0.3535599,0.1148867,0.1359223,0,0,0.08845391,0.06681034,0.0922407,0.09039548,0.07147147,0.1092144,1490,0.9684564,0.01006711,0,0.01879195,0.008724832,0,0.002684564,0.5268456,0.4731544,0.1322148,0.08389262,0.1510067,0.1832215,0.1577181,0.1194631,0.0738255,0.06308725,16843,27.2,44.3,1487,2.63,26,16843,27.2,44.3,1487,2.63,26,16843,27.2,44.3,1487,2.63,26,16843,27.2,44.3,1487,2.63,26
6014,48914,0,0.003012048,0.009036145,0,0,0,0,0,0.4548193,0.03012048,0.3343373,0,0,0.02954847,0.00308642,0.04290429,0.02439024,0.02116402,0.038,418,0.9593301,0.01435407,0,0.01913876,0.01435407,0,0.007177033,0.4856459,0.5143541,0.1578947,0.05980861,0.1507177,0.1244019,0.1507177,0.145933,0.08851675,0.08851675,17174,22.1,45.9,402,2.73,25.2,17174,22.1,45.9,402,2.73,25.2,17174,22.1,45.9,402,2.73,25.2,17174,22.1,45.9,402,2.73,25.2
6015,48915,0,0.005899705,0.01474926,0.01474926,0,0,0,0,0.300885,0.01769912,0.3687316,0,0,0.04115646,0.05416667,0.0462963,0.03418803,0.03333333,0.05075758,413,0.9854722,0.007263923,0,0.004842615,0.007263923,0,0.002421308,0.5302663,0.4697337,0.1452785,0.08474576,0.1186441,0.1501211,0.1549637,0.1670702,0.08958838,0.07506053,16467,23.9,46.2,404,2.49,35.2,16467,23.9,46.2,404,2.49,35.2,16467,23.9,46.2,404,2.49,35.2,16467,23.9,46.2,404,2.49,35.2
6016,49003,0.005807201,0.004645761,0.1730546,0.2682927,0.03019744,0,0.1103368,0,0,0.02090592,0,0,0,0.07265295,0.03809524,0.06333333,0.08787393,0.08478682,0.05815972,1076,0.8763941,0.1031599,0,0.008364312,0.1022305,0,0.01208178,0.5204461,0.4795539,0.07713755,0.08271375,0.1189591,0.1468401,0.1486989,0.1431227,0.1319703,0.1226766,11092,27.1,50.8,995,2.26,39.6,11092,27.1,50.8,995,2.26,39.6,11092,27.1,50.8,995,2.26,39.6,11092,27.1,50.8,995,2.26,39.6
6017,49004,0.02727273,0.02727273,0.1272727,0.3090909,0.04545455,0,0.04545455,0,0,0.06363636,0,0,0,0.04861111,0,0.07936508,0.02898551,0.05172414,0.04385965,117,1,0,0,0,0,0,0,0.5470085,0.4529915,0.04273504,0.03418803,0.1111111,0.08547009,0.1196581,0.1196581,0.2136752,0.2564103,10918,22.5,57,131,2.09,30.9,10918,22.5,57,131,2.09,30.9,10918,22.5,57,131,2.09,30.9,10918,22.5,57,131,2.09,30.9
6018,49005,0.008,0,0.208,0.192,0.032,0,0.2,0,0,0,0,0,0,0.08854167,0.2708333,0.09722222,0.04605263,0.07007576,0.1291667,129,0.9767442,0.02325581,0,0,0.01550388,0,0,0.5736434,0.4263566,0.05426357,0.06976744,0.07751938,0.1085271,0.1627907,0.1162791,0.1937984,0.2093023,11725,23.5,57,132,1.83,50.5,11725,23.5,57,132,1.83,50.5,11725,23.5,57,132,1.83,50.5,11725,23.5,57,132,1.83,50.5
6019,49006,0.02158273,0.02158273,0.2230216,0.2374101,0.05755396,0,0.08633094,0,0,0.05035971,0,0,0,0.1352941,0.3194444,0.0719697,0.1403509,0.1258865,0.1469298,148,1,0,0,0,0,0,0,0.527027,0.472973,0.03378378,0.06756757,0.06756757,0.1418919,0.2094595,0.1216216,0.1418919,0.2027027,11268,29.7,57,141,2.14,34.9,11268,29.7,57,141,2.14,34.9,11268,29.7,57,141,2.14,34.9,11268,29.7,57,141,2.14,34.9
6020,49007,0.01939058,0.02216066,0.2908587,0.1772853,0.04432133,0,0.06925208,0,0,0.04432133,0,0,0,0.06261261,0.05416667,0.0518018,0.07326007,0.06891026,0.05452675,407,0.995086,0.004914005,0,0,0.002457002,0,0,0.5159705,0.4840295,0.07862408,0.06142506,0.1056511,0.1007371,0.1081081,0.1449631,0.1326781,0.2457002,11374,26,57,389,2.09,41.9,11374,26,57,389,2.09,41.9,11374,26,57,389,2.09,41.9,11374,26,57,389,2.09,41.9
6021,49008,0.002364066,0.009456265,0.2340426,0.179669,0.01891253,0,0.1607565,0,0,0.0141844,0,0,0,0.1049107,0.1428571,0.07276995,0.1161616,0.1282051,0.07269504,452,0.9911504,0,0,0.006637168,0,0,0.002212389,0.5309735,0.4690265,0.03318584,0.07079646,0.07079646,0.08628319,0.170354,0.1637168,0.1216814,0.2654867,11202,32.2,57,437,2.05,40.9,11202,32.2,57,437,2.05,40.9,11202,32.2,57,437,2.05,40.9,11202,32.2,57,437,2.05,40.9
6022,49009,0,0,0.1596859,0.3115183,0.03403141,0,0.1099476,0,0,0.03403141,0,0,0,0.08943966,0.08730159,0.09003831,0.08938172,0.05924479,0.1266026,444,0.9797297,0.009009009,0,0.01126126,0.009009009,0,0,0.5112613,0.4887387,0.09009009,0.04954955,0.1216216,0.09684685,0.1486486,0.1396396,0.1171171,0.2117117,9663,28.2,55,452,2.25,34.3,9663,28.2,55,452,2.25,34.3,9663,28.2,55,452,2.25,34.3,9663,28.2,55,452,2.25,34.3
6023,49010,0.02285714,0.01142857,0.3142857,0.1485714,0.05428571,0,0.1257143,0,0,0.04,0,0,0,0.08451957,0.01,0.08205128,0.1018519,0.05969267,0.1095238,420,0.9928571,0.004761905,0,0,0.004761905,0,0.002380952,0.5095238,0.4904762,0.15,0.08333333,0.1357143,0.202381,0.1642857,0.1071429,0.05,0.08333333,11403,28.6,43.3,430,2.32,30.3,11403,28.6,43.3,430,2.32,30.3,11403,28.6,43.3,430,2.32,30.3,11403,28.6,43.3,430,2.32,30.3
6024,49011,0.02336449,0.004672897,0.07476636,0.271028,0.04205607,0,0.2056075,0,0,0.05140187,0,0,0,0.07098765,0.02272727,0.01630435,0.1100427,0.07236842,0.06920904,221,0.9954751,0,0,0,0,0,0.004524887,0.5520362,0.4479638,0.03167421,0.08144796,0.09954751,0.1266968,0.2126697,0.1266968,0.1131222,0.1809955,10765,28.5,56.7,217,2.21,35.7,10765,28.5,56.7,217,2.21,35.7,10765,28.5,56.7,217,2.21,35.7,10765,28.5,56.7,217,2.21,35.7
6025,49013,0,0.00456621,0.2785388,0.2283105,0.03652968,0,0.1689498,0,0,0.00913242,0,0,0,0.05775578,0.007575758,0.05833333,0.06833333,0.06666667,0.04710145,242,1,0,0,0,0,0,0,0.5041322,0.4958678,0.04132231,0.04958678,0.05785124,0.1198347,0.1157025,0.1322314,0.1983471,0.2520661,10088,24.4,57,230,1.95,39,10088,24.4,57,230,1.95,39,10088,24.4,57,230,1.95,39,10088,24.4,57,230,1.95,39
6026,49014,0.00862069,0,0.2241379,0.3103448,0.02586207,0,0.1034483,0,0,0.03448276,0,0,0,0.07083333,0.3333333,0.05434783,0.06666667,0.07619048,0.06333333,117,0.991453,0.008547009,0,0,0.008547009,0,0,0.5042735,0.4957265,0.03418803,0.04273504,0.09401709,0.1367521,0.1709402,0.1452991,0.1880342,0.1709402,11728,34,55.9,131,2.14,41.1,11728,34,55.9,131,2.14,41.1,11728,34,55.9,131,2.14,41.1,11728,34,55.9,131,2.14,41.1
6027,49015,0,0.005050505,0.2777778,0.3484848,0.03535354,0,0.09090909,0,0,0.03030303,0,0,0,0.2291667,0.09375,0.1704545,0.2731481,0.2306202,0.2276423,216,0.9814815,0.00462963,0,0.01388889,0,0,0,0.4953704,0.5046296,0.04166667,0.03240741,0.05555556,0.08796296,0.09722222,0.2083333,0.2268519,0.2361111,10053,26.9,57,212,1.8,48.3,10053,26.9,57,212,1.8,48.3,10053,26.9,57,212,1.8,48.3,10053,26.9,57,212,1.8,48.3
6028,49016,0,0,0.2391304,0.2304348,0.04347826,0,0.1217391,0,0,0.03913043,0,0,0,0.09338061,0,0.0734127,0.1172481,0.1114865,0.07338308,247,0.9716599,0.02834008,0,0,0.02834008,0,0,0.465587,0.534413,0.05263158,0.07287449,0.08906883,0.145749,0.1578947,0.145749,0.1497976,0.1619433,8865,27.5,56.5,242,2.1,35.7,8865,27.5,56.5,242,2.1,35.7,8865,27.5,56.5,242,2.1,35.7,8865,27.5,56.5,242,2.1,35.7
6029,49017,0.004048583,0,0.1133603,0.4210526,0.0242915,0,0.09716599,0,0,0.03643725,0,0,0,0.08527132,0.03030303,0.04047619,0.1114458,0.08685446,0.08333333,271,0.9852399,0.01476015,0,0,0.01476015,0,0,0.5055351,0.4944649,0.02583026,0.07749077,0.04797048,0.08118081,0.1697417,0.195572,0.199262,0.1918819,13587,35.2,57,261,1.79,50.5,13587,35.2,57,261,1.79,50.5,13587,35.2,57,261,1.79,50.5,13587,35.2,57,261,1.79,50.5
6030,49018,0.007220217,0.02527076,0.299639,0.2527076,0.02888087,0,0.07581227,0,0,0.007220217,0,0,0,0.07957958,0.08333333,0.06666667,0.08870968,0.104798,0.04259259,308,0.974026,0.006493506,0,0,0.006493506,0,0.01948052,0.5097403,0.4902597,0.04220779,0.03246753,0.06818182,0.0974026,0.1168831,0.1233766,0.2175325,0.2987013,11496,26.8,57,289,1.78,50.5,11496,26.8,57,289,1.78,50.5,11496,26.8,57,289,1.78,50.5,11496,26.8,57,289,1.78,50.5
6031,49019,0.00862069,0.04310345,0.2327586,0.262931,0.06465517,0,0.05603448,0,0,0.02155172,0,0,0,0.1036745,0.04545455,0.07246377,0.1333333,0.04495614,0.1911765,249,0.9919679,0.004016064,0,0,0.004016064,0,0.004016064,0.5301205,0.4698795,0.06425703,0.06024096,0.1084337,0.1084337,0.1606426,0.1325301,0.1606426,0.188755,9433,26.3,56.2,250,1.98,46,9433,26.3,56.2,250,1.98,46,9433,26.3,56.2,250,1.98,46,9433,26.3,56.2,250,1.98,46
6032,49020,0,0.007905138,0.2687747,0.2727273,0.03952569,0,0.1027668,0,0,0.04743083,0,0,0,0.09277778,0.03205128,0.06122449,0.1193182,0.08423913,0.1063218,275,0.9963636,0.003636364,0,0,0.003636364,0,0,0.5490909,0.4509091,0.04363636,0.08727273,0.08727273,0.1054545,0.1636364,0.1563636,0.1854545,0.16,10123,27,57,265,2.17,34.4,10123,27,57,265,2.17,34.4,10123,27,57,265,2.17,34.4,10123,27,57,265,2.17,34.4
6033,49021,0.006125035,0.009433962,0.2220501,0.1912841,0.04752182,0,0.1213039,0,0,0.05688538,0,0,0,0.1323427,0.07563212,0.1377453,0.1470597,0.09701471,0.166708,17935,0.9455813,0.03127962,0.002453304,0.01204349,0.03049902,0,0.008642319,0.4841372,0.5158628,0.1347644,0.1038193,0.1208252,0.1592417,0.1640368,0.1159186,0.07906328,0.07019794,10542.51,31.2,44.22432,17584,2.363133,32.43293,10542.51,31.2,44.22432,17584,2.363133,32.43293,10542.51,31.2,44.22432,17584,2.363133,32.43293,10542.51,31.2,44.22432,17584,2.363133,32.43293
6034,49022,0.007092199,0.003546099,0.3617021,0.2340426,0.0248227,0,0.141844,0,0,0.04255319,0,0,0,0.1080074,0.06578947,0.1556373,0.08152174,0.06848185,0.159188,305,0.9868852,0.009836066,0,0.003278689,0.009836066,0,0,0.5311475,0.4688525,0.05245902,0.07540984,0.1409836,0.09180328,0.1934426,0.1442623,0.1377049,0.1377049,10744,24,53.1,304,2.41,33.3,10744,24,53.1,304,2.41,33.3,10744,24,53.1,304,2.41,33.3,10744,24,53.1,304,2.41,33.3
6035,49023,0.003337041,0.007786429,0.1813126,0.269188,0.04004449,0,0.1523915,0,0,0.02780868,0,0,0,0.05428404,0.03974359,0.04080756,0.06580367,0.0468254,0.06357049,1015,0.9684729,0.01970443,0.002955665,0.006896552,0.01871921,0,0.001970443,0.5320197,0.4679803,0.0679803,0.06108374,0.0955665,0.137931,0.1566502,0.1359606,0.1182266,0.1960591,11508,31.6,54.6,1000,2.03,45.2,11508,31.6,54.6,1000,2.03,45.2,11508,31.6,54.6,1000,2.03,45.2,11508,31.6,54.6,1000,2.03,45.2
6036,49024,0.004792332,0.009584665,0.2076677,0.2667732,0.03514377,0,0.1230032,0,0,0.04153355,0,0,0,0.06781463,0.03298611,0.03641975,0.0960925,0.05414747,0.0847619,709,0.977433,0.01410437,0,0.007052186,0.01410437,0,0.001410437,0.5035261,0.4964739,0.07334274,0.07757405,0.08462623,0.1480959,0.157969,0.1156559,0.1607898,0.157969,10181,25.1,54.7,699,2.12,37.1,10181,25.1,54.7,699,2.12,37.1,10181,25.1,54.7,699,2.12,37.1,10181,25.1,54.7,699,2.12,37.1
6037,49025,0,0.01910828,0.3375796,0.2420382,0.02547771,0,0.1019108,0,0,0.03821656,0,0,0,0.04642857,0,0.09333333,0.02235772,0.02131783,0.08641975,166,0.9638554,0.03614458,0,0,0.03614458,0,0,0.5843373,0.4156627,0.01204819,0.03012048,0.06626506,0.1024096,0.126506,0.1445783,0.2710843,0.2289157,11934,26.8,57,160,1.93,47,11934,26.8,57,160,1.93,47,11934,26.8,57,160,1.93,47,11934,26.8,57,160,1.93,47
6038,49026,0,0,0.2663317,0.2914573,0.03517588,0,0.06532663,0,0,0.01005025,0,0,0,0.1422018,0.1111111,0.1825397,0.1178161,0.1277778,0.1598639,213,0.9765258,0.02347418,0,0,0.01877934,0,0,0.5399061,0.4600939,0.01877934,0.07511737,0.1126761,0.08920188,0.1173709,0.2065728,0.1924883,0.1643192,9938,23,57,208,2.04,42.2,9938,23,57,208,2.04,42.2,9938,23,57,208,2.04,42.2,9938,23,57,208,2.04,42.2
6039,49027,0,0.008,0.12,0.344,0.064,0,0.08,0,0,0.024,0,0,0,0.1813725,0,0.2631579,0.1416667,0.1472222,0.2301587,130,1,0,0,0,0,0,0,0.4769231,0.5230769,0.02307692,0.02307692,0.09230769,0.09230769,0.1384615,0.09230769,0.1769231,0.3538462,10838,23.5,57,131,1.81,50.5,10838,23.5,57,131,1.81,50.5,10838,23.5,57,131,1.81,50.5,10838,23.5,57,131,1.81,50.5
6040,49028,0.009259259,0.009259259,0.1759259,0.4907407,0,0,0.1203704,0,0,0.009259259,0,0,0,0.1266667,0,0.0745614,0.1820988,0.09285714,0.2055556,104,1,0,0,0,0,0,0,0.5961538,0.4038462,0.009615385,0.06730769,0.08653846,0.07692308,0.1538462,0.1634615,0.1538462,0.2692308,11676,29.4,57,131,1.91,45.5,11676,29.4,57,131,1.91,45.5,11676,29.4,57,131,1.91,45.5,11676,29.4,57,131,1.91,45.5
6041,49029,0.009852217,0.02627258,0.1231527,0.316913,0.04433498,0,0.1576355,0,0,0.02627258,0,0,0,0.1069652,0.03422619,0.08455882,0.140873,0.08486239,0.1331522,663,0.9894419,0.007541478,0,0.003016591,0.007541478,0,0,0.5248869,0.4751131,0.05128205,0.1116139,0.09351433,0.1266968,0.1749623,0.1372549,0.1417798,0.1357466,9458,23.1,53.8,653,2.37,32.4,9458,23.1,53.8,653,2.37,32.4,9458,23.1,53.8,653,2.37,32.4,9458,23.1,53.8,653,2.37,32.4
6042,49031,0.01351351,0.01351351,0.1486486,0.3581081,0.04054054,0,0.09459459,0,0,0.02702703,0,0,0,0.1166667,0.04166667,0.05448718,0.1773504,0.1162791,0.1171875,151,0.9933775,0.006622517,0,0,0.006622517,0,0,0.5298013,0.4701987,0.01986755,0.08609272,0.05298013,0.1390728,0.1324503,0.1523179,0.1721854,0.2119205,12101,33.9,57,155,2.04,42.1,12101,33.9,57,155,2.04,42.1,12101,33.9,57,155,2.04,42.1,12101,33.9,57,155,2.04,42.1
6043,49032,0,0,0.1914894,0.3262411,0.04964539,0,0.1028369,0,0,0.0212766,0,0,0,0.1393229,0.01785714,0.07170543,0.2042254,0.1487179,0.1296296,300,0.9866667,0.01,0,0.003333333,0.003333333,0,0,0.48,0.52,0.03,0.04,0.08333333,0.07,0.1066667,0.1933333,0.2166667,0.23,10515,25.9,57,304,1.76,50.5,10515,25.9,57,304,1.76,50.5,10515,25.9,57,304,1.76,50.5,10515,25.9,57,304,1.76,50.5
6044,49033,0.00610687,0.009160305,0.1954198,0.2854962,0.04580153,0,0.09770992,0,0,0.02442748,0,0,0,0.1292517,0.06763285,0.1235431,0.1513828,0.1275585,0.1310642,776,0.9329897,0.04381443,0,0.00257732,0.04381443,0,0.02061856,0.4974227,0.5025773,0.06572165,0.09278351,0.08634021,0.1262887,0.1559278,0.1314433,0.121134,0.1842784,11327,30.4,53.6,744,2.16,35.7,11327,30.4,53.6,744,2.16,35.7,11327,30.4,53.6,744,2.16,35.7,11327,30.4,53.6,744,2.16,35.7
6045,49034,0.004901961,0.00245098,0.1911765,0.3039216,0.01715686,0,0.1348039,0,0,0.03676471,0,0,0,0.07123098,0.02777778,0.0721393,0.07986111,0.06376263,0.08027523,456,0.9758772,0.01096491,0.002192982,0.01096491,0.006578947,0,0,0.5175439,0.4824561,0.05482456,0.06798246,0.07236842,0.122807,0.1688596,0.1403509,0.1469298,0.1995614,9349,25.4,57,445,2.04,39.9,9349,25.4,57,445,2.04,39.9,9349,25.4,57,445,2.04,39.9,9349,25.4,57,445,2.04,39.9
6046,49035,0.01818182,0,0.2863636,0.2227273,0.06363636,0,0.1909091,0,0,0.03636364,0,0,0,0.02843915,0.04166667,0.01315789,0.04098361,0.006944444,0.05709877,233,0.9828326,0.01716738,0,0,0.01716738,0,0,0.5536481,0.4463519,0.03004292,0.05150215,0.1330472,0.1330472,0.111588,0.223176,0.1759657,0.1287554,11624,25,57,228,2.33,36.7,11624,25,57,228,2.33,36.7,11624,25,57,228,2.33,36.7,11624,25,57,228,2.33,36.7
6047,49036,0.009940358,0.005964215,0.2107356,0.2405567,0.027833,0,0.09940358,0,0,0.03578529,0,0,0,0.08229167,0.07971014,0.07911392,0.08454106,0.08095238,0.08416667,525,0.9904762,0.007619048,0,0.001904762,0.007619048,0,0,0.5066667,0.4933333,0.01714286,0.0647619,0.05904762,0.1009524,0.1238095,0.1638095,0.2019048,0.2457143,11611,26.5,57,463,1.84,46.4,11611,26.5,57,463,1.84,46.4,11611,26.5,57,463,1.84,46.4,11611,26.5,57,463,1.84,46.4
6048,49037,0.005747126,0.01724138,0.183908,0.3505747,0.06321839,0,0.1034483,0,0,0.04597701,0,0,0,0.1176471,0.1041667,0.09068627,0.1394231,0.1287879,0.1046099,189,0.989418,0.01058201,0,0,0.01058201,0,0,0.5396825,0.4603175,0.03174603,0.1058201,0.06349206,0.1322751,0.1269841,0.1375661,0.2169312,0.1481481,10110,25.7,56.2,181,2.08,39.1,10110,25.7,56.2,181,2.08,39.1,10110,25.7,56.2,181,2.08,39.1,10110,25.7,56.2,181,2.08,39.1
